assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,season,season_idx,news_added,creativity_rank,creativity_rank_type,ict_index_rank,ict_index_rank_type,influence_rank,influence_rank_type,threat_rank,threat_rank_type
0,0,22,0,0,0,76359,0,0,-3,3,3.0,0,,2,0.0,0.0,0,Phil,0.0,3,0,4.7,231,False,21.4,,,,,135,Unknown - Unknown return date,47,0,0,0,76359.jpg,1.0,0,0,Jones,0.1,False,None,i,12,1,23.0,2,5276,0,14296,0,0.0,0.4,Jones,0,2019-20,3,2020-06-11T09:30:16.200234Z,448.0,168.0,454.0,166.0,449.0,169.0,387.0,140.0
0,0,0,0,0,0,66749,0,0,0,0,0.0,0,,4,0.0,0.0,0,Romelu,0.0,0,0,0.0,232,False,0.0,,,,,0,Joined Inter Milan on a permanent deal on 8/8,85,0,0,0,66749.jpg,0.0,0,0,Lukaku,0.3,False,None,u,12,1,0.0,0,2787,0,32204,0,0.0,0.0,Lukaku,0,2019-20,3,2019-08-08T16:00:18.534831Z,666.0,92.0,666.0,92.0,665.0,92.0,666.0,92.0
8,31,665,100,100,9,176297,0,0,4,-4,563.7,5,,4,5.5,5.1,2,Marcus,4.6,29,17,271.7,233,False,887.0,,,,,2645,,89,0,2,0,176297.jpg,5.7,0,0,Rashford,18.1,False,None,a,12,1,1265.0,177,4296358,0,4395817,0,0.5,19.9,Rashford,3,2019-20,3,2020-01-11T22:00:19.929400Z,40.0,4.0,15.0,7.0,19.0,5.0,13.0,10.0
1,17,430,100,100,6,220688,0,0,3,-3,222.7,1,,4,8.0,7.2,2,Mason,6.7,13,10,117.0,234,False,449.6,,,,,1303,,48,0,0,0,220688.jpg,3.3,0,0,Greenwood,26.9,False,None,a,12,1,502.0,103,3138405,0,2256657,0,1.4,21.5,Greenwood,0,2019-20,3,2020-07-15T17:00:22.587195Z,184.0,27.0,115.0,26.0,157.0,21.0,74.0,36.0
0,8,630,100,100,13,51940,0,0,-2,2,0.0,3,,1,4.7,5.1,7,David,4.6,36,0,69.2,235,False,695.0,,,,,3420,,53,0,0,0,51940.jpg,3.8,0,95,de Gea,11.5,False,None,a,12,1,0.0,143,1055461,0,1282006,0,0.9,27.0,de Gea,2,2019-20,3,2019-10-15T20:30:15.609048Z,657.0,72.0,236.0,13.0,55.0,13.0,655.0,70.0
0,0,0,None,None,0,42899,0,0,-4,4,0.0,0,,1,0.5,0.5,0,Sergio,0.0,0,0,0.0,236,False,0.0,,,,,0,,46,0,0,0,42899.jpg,0.0,0,0,Romero,0.2,False,None,a,12,1,0.0,0,5652,0,13195,0,0.0,0.0,Romero,0,2019-20,3,None,627.0,61.0,639.0,72.0,637.0,72.0,616.0,58.0
0,0,0,100,100,0,6744,0,0,-3,3,0.0,0,,1,0.5,0.5,0,Lee,0.0,0,0,0.0,237,False,0.0,,,,,0,,47,0,0,0,6744.jpg,0.0,0,0,Grant,0.1,False,None,a,12,1,0.0,0,1034,0,5379,0,0.0,0.0,Grant,0,2019-20,3,2020-02-26T12:00:21.858182Z,629.0,62.0,641.0,73.0,639.0,73.0,620.0,59.0
4,2,215,100,100,6,74208,0,0,-2,2,420.0,1,,3,4.7,4.4,2,Paul,3.9,9,1,91.0,238,False,295.8,,,,,1202,,83,0,1,0,74208.jpg,3.2,0,0,Pogba,3.5,False,None,a,12,1,193.0,51,547704,0,873073,0,0.5,6.1,Pogba,1,2019-20,3,2020-01-01T22:00:21.579969Z,93.0,66.0,173.0,87.0,245.0,100.0,203.0,108.0
9,14,544,100,100,14,148225,0,0,10,-10,439.3,5,,3,8.7,8.4,6,Anthony,7.9,27,17,259.4,239,True,855.6,,,,,2625,,85,0,1,0,148225.jpg,6.2,0,0,Martial,22.5,False,None,a,12,1,1297.0,200,4341987,0,3179579,0,0.9,23.5,Martial,1,2019-20,3,2020-03-11T23:00:15.982993Z,80.0,56.0,16.0,8.0,22.0,6.0,11.0,3.0
0,0,0,0,0,0,37265,0,0,-2,2,0.0,0,,3,0.0,0.0,0,Alexis,0.0,0,0,0.0,240,False,0.0,,,,,0,Joined Inter on loan until the end of the season on 29/8. - Expected back 01 Aug,68,0,0,0,37265.jpg,0.0,0,0,SÃ¡nchez,0.4,False,None,n,12,1,0.0,0,1975,0,44847,0,0.0,0.0,SÃ¡nchez,0,2019-20,3,2019-08-09T10:00:14.686303Z,664.0,277.0,664.0,277.0,663.0,276.0,664.0,277.0
0,0,99,100,100,1,109322,0,0,-2,2,278.2,0,,3,0.7,1.5,6,Jesse,1.0,14,1,68.2,241,False,109.0,,,,,923,,63,0,0,0,109322.jpg,1.5,0,0,Lingard,0.7,False,None,a,12,1,297.0,32,64075,0,129253,0,0.2,5.1,Lingard,3,2019-20,3,2020-03-13T10:30:19.085305Z,151.0,95.0,241.0,117.0,375.0,157.0,135.0,73.0
2,2,139,None,None,4,43670,0,0,-4,4,293.9,1,,3,0.7,0.6,0,Juan,0.1,8,0,53.4,242,False,109.2,,,,,747,,61,0,0,0,43670.jpg,2.0,0,0,Mata,0.4,False,None,a,12,1,130.0,38,26580,0,45423,0,0.0,6.2,Mata,1,2019-20,3,None,142.0,88.0,289.0,137.0,374.0,156.0,251.0,130.0
6,2,308,100,100,7,200617,0,0,-3,3,428.1,0,,3,1.2,1.1,0,Daniel,0.6,29,3,146.0,243,False,415.2,,,,,2281,,57,0,0,0,200617.jpg,2.9,0,0,James,4.9,False,None,a,12,1,622.0,95,1848854,0,1796488,0,0.1,16.7,James,4,2019-20,3,2020-03-04T10:30:26.710993Z,86.0,59.0,72.0,42.0,180.0,71.0,58.0,31.0
0,0,358,None,None,6,101582,0,0,-4,4,542.7,0,,3,0.8,0.8,0,Frederico,0.3,26,0,123.5,244,False,430.6,,,,,2157,,51,0,0,0,101582.jpg,1.7,0,0,Rodrigues de Paula Santos,0.3,False,None,a,12,1,260.0,50,40736,0,40860,0,0.1,9.8,Fred,8,2019-20,3,None,46.0,35.0,105.0,60.0,172.0,65.0,157.0,91.0
0,0,7,0,0,0,209041,0,0,-3,3,24.8,0,,3,0.0,0.0,0,Angel,0.0,1,0,3.1,245,False,4.2,,,,,19,Contract with club expired on 30/6,47,0,0,0,209041.jpg,1.0,0,0,Gomes,0.1,False,None,u,12,1,2.0,2,6235,0,11945,0,0.0,0.4,Gomes,0,2019-20,3,2020-06-30T23:30:23.021695Z,396.0,189.0,465.0,194.0,483.0,205.0,446.0,206.0
3,1,198,None,None,6,156689,0,0,-3,3,432.1,0,,3,0.7,0.6,0,Andreas,0.1,16,1,102.3,246,False,245.6,,,,,1478,,47,0,0,0,156689.jpg,2.4,0,0,Pereira,0.4,False,None,a,12,1,343.0,60,128659,0,136510,0,0.0,12.8,Pereira,3,2019-20,3,None,84.0,58.0,146.0,77.0,279.0,114.0,115.0,60.0
2,2,287,100,100,10,62398,0,0,-2,2,250.3,0,,3,3.0,3.1,3,Nemanja,2.6,13,0,66.2,247,False,357.4,,,,,1578,,48,0,0,0,62398.jpg,2.6,0,0,Matic,0.4,False,None,a,12,1,53.0,55,29913,0,51876,0,0.5,11.5,Matic,2,2019-20,3,2020-01-29T23:00:26.987873Z,165.0,103.0,247.0,119.0,205.0,84.0,346.0,167.0
2,6,310,100,100,3,195851,0,0,-2,2,238.4,0,,3,1.5,1.5,1,Scott,1.0,20,3,96.4,248,False,415.6,,,,,1765,,48,0,0,0,195851.jpg,2.7,0,0,McTominay,1.0,False,None,a,12,1,310.0,74,428717,0,437366,0,0.2,15.4,McTominay,2,2019-20,3,2019-12-26T20:30:10.514072Z,175.0,109.0,163.0,83.0,179.0,70.0,131.0,71.0
0,0,6,None,None,0,222677,0,0,-3,3,1.1,0,,3,0.5,0.5,0,Tahith,0.0,0,0,0.7,249,False,1.4,,,,,34,,42,0,0,0,222677.jpg,1.0,0,0,Chong,0.5,False,None,a,12,1,6.0,3,99203,0,94600,0,0.0,0.7,Chong,0,2019-20,3,None,467.0,209.0,497.0,212.0,498.0,211.0,430.0,200.0
0,0,3,None,None,0,232928,0,0,-2,2,2.8,0,,3,0.5,0.5,0,James,0.0,1,0,0.5,250,False,2.2,,,,,8,,43,0,0,0,232928.jpg,1.0,0,0,Garner,0.2,False,None,a,12,1,0.0,1,29197,0,29967,0,0.0,0.2,Garner,0,2019-20,3,None,449.0,203.0,498.0,213.0,494.0,209.0,551.0,219.0
0,0,30,0,0,0,180804,0,0,-1,1,6.2,0,,2,0.0,0.0,0,Axel,0.0,3,0,2.4,481,False,17.6,,,,,187,Unknown - Expected back 01 Sep,44,0,0,0,180804.jpg,1.4,0,0,Tuanzebe,0.1,False,None,i,12,1,0.0,7,8149,0,13781,0,0.0,1.6,Tuanzebe,0,2019-20,3,2020-06-18T11:30:15.835129Z,437.0,162.0,476.0,175.0,455.0,172.0,560.0,213.0
1,3,228,100,100,5,232937,0,0,-2,2,191.2,1,,2,1.3,2.2,7,Brandon,1.7,11,1,49.2,549,False,200.0,,,,,1003,,38,0,0,0,232937.jpg,3.0,0,0,Williams,3.4,False,None,a,12,1,100.0,51,757508,0,536834,0,0.4,13.4,Williams,6,2019-20,3,2020-07-13T21:30:25.254813Z,204.0,50.0,306.0,101.0,313.0,121.0,281.0,83.0
8,18,366,None,None,9,141746,0,0,10,-10,479.3,6,,3,9.8,10.1,11,Bruno Miguel,9.6,6,8,139.2,618,False,551.8,,,,,1187,,90,0,0,0,141746.jpg,8.4,0,0,Borges Fernandes,28.4,False,None,a,12,1,361.0,117,2639175,0,536915,0,1.1,13.0,Fernandes,2,2019-20,3,None,62.0,45.0,82.0,48.0,102.0,34.0,107.0,55.0
0,0,24,None,None,0,58498,0,0,-6,6,23.8,0,,4,1.2,1.2,1,Odion,0.7,0,0,18.1,624,False,23.0,,,,,92,,59,0,0,0,58498.jpg,1.0,0,0,Ighalo,0.3,False,None,a,12,1,135.0,11,110175,0,91583,0,0.1,1.9,Ighalo,0,2019-20,3,None,398.0,58.0,398.0,56.0,447.0,60.0,246.0,55.0
0,0,27,None,None,1,201084,0,0,0,0,28.6,0,,2,3.5,2.8,1,Timothy,2.3,1,0,4.2,658,False,12.0,,,,,136,,45,0,0,0,201084.jpg,2.3,0,0,Fosu-Mensah,0.0,False,None,a,12,1,6.0,7,4184,0,1040,0,0.5,1.6,Fosu-Mensah,1,2019-20,3,None,383.0,139.0,456.0,168.0,465.0,174.0,432.0,159.0
1,7,293,100,100,8,56983,0,0,-2,2,482.7,2,,2,1.8,1.6,1,Matt,2.6,19,2,98.6,251,False,285.4,,,,,1312,,53,0,1,0,56983.jpg,4.1,0,0,Ritchie,0.9,False,None,a,13,4,218.0,74,130360,0,102921,0,0.5,14.0,Ritchie,4,2019-20,3,2020-06-24T19:30:22.050161Z,59.0,12.0,157.0,41.0,252.0,98.0,185.0,36.0
1,2,297,0,0,4,119471,0,0,0,0,58.3,0,,2,0.0,0.0,0,Fabian,0.1,38,2,67.8,252,False,440.6,,,,,1669,Shoulder Dislocation - Expected back 05 Sep,50,0,0,0,119471.jpg,2.5,0,0,SchÃ¤r,1.1,False,None,i,13,4,179.0,55,159865,0,216510,0,0.0,11.0,SchÃ¤r,5,2019-20,3,2020-07-15T19:30:25.518170Z,332.0,112.0,242.0,73.0,160.0,59.0,215.0,48.0
0,0,122,100,100,1,151119,0,0,-1,1,118.1,0,,2,-0.7,-0.7,0,DeAndre,0.3,18,1,32.9,253,False,165.6,,,,,934,,44,0,0,0,151119.jpg,1.6,0,0,Yedlin,0.1,False,None,a,13,4,43.0,26,16124,0,15425,0,0.1,5.9,Yedlin,3,2019-20,3,2020-01-10T11:00:14.429012Z,259.0,72.0,351.0,125.0,336.0,130.0,358.0,129.0
3,13,507,None,None,8,57145,0,0,1,-1,74.5,4,,2,0.7,0.4,0,Federico,1.4,42,2,103.7,254,False,741.0,,,,,2617,,46,1,0,0,57145.jpg,3.2,0,0,FernÃ¡ndez,2.9,False,None,a,13,4,223.0,102,480625,0,284436,0,0.3,22.2,FernÃ¡ndez,8,2019-20,3,None,303.0,97.0,142.0,36.0,42.0,14.0,180.0,33.0
0,4,230,0,0,5,106618,0,0,-2,2,63.1,0,,2,0.0,0.0,0,Paul,0.0,20,0,37.7,255,False,265.2,,,,,1227,Not included in Newcastle United's 25-man Premier League squad. - Unknown return date,43,1,0,0,106618.jpg,2.8,0,0,Dummett,0.2,False,None,n,13,4,50.0,44,24831,0,33798,0,0.0,10.2,Dummett,2,2019-20,3,2020-06-17T12:30:22.810145Z,326.0,108.0,335.0,120.0,268.0,106.0,347.0,124.0
1,4,288,100,100,8,109528,0,0,-2,2,100.8,1,,2,1.3,1.1,1,Javier,2.1,21,0,37.3,256,False,232.0,,,,,1597,,43,0,0,0,109528.jpg,3.1,0,0,Manquillo,0.2,False,None,a,13,4,40.0,65,37297,0,34910,0,0.5,15.1,Manquillo,5,2019-20,3,2020-07-01T22:00:26.474744Z,278.0,82.0,338.0,121.0,290.0,115.0,361.0,131.0
0,1,88,0,0,1,77359,0,0,-2,2,12.6,1,,2,0.0,0.0,0,Florian,0.0,10,2,22.5,257,False,132.0,,,,,440,Thigh injury - Unknown return date,43,0,0,0,77359.jpg,4.0,0,0,Lejeune,0.0,False,None,i,13,4,81.0,24,9183,0,7955,0,0.0,5.6,Lejeune,0,2019-20,3,2020-06-23T10:00:16.062742Z,419.0,158.0,383.0,138.0,356.0,139.0,303.0,96.0
0,3,358,0,0,8,101148,0,0,-3,3,28.1,1,,2,0.0,0.0,0,Jamaal,0.4,31,1,55.7,258,False,403.0,,,,,2076,Ankle injury - Expected back 05 Sep,42,0,0,0,101148.jpg,3.0,0,0,Lascelles,3.8,False,None,i,13,4,125.0,73,640120,0,840285,0,0.1,17.4,Lascelles,5,2019-20,3,2020-07-14T09:00:23.254797Z,386.0,141.0,281.0,90.0,184.0,66.0,255.0,69.0
0,2,216,0,0,4,58845,0,0,-2,2,14.9,1,,2,0.0,0.0,0,Ciaran,0.0,14,2,47.6,259,False,331.4,,,,,1186,Ankle injury - Unknown return date,43,0,0,0,58845.jpg,3.5,0,0,Clark,0.2,False,None,i,13,4,128.0,49,67706,0,71888,0,0.0,11.4,Clark,3,2019-20,3,2020-06-23T10:00:16.074550Z,414.0,155.0,314.0,107.0,224.0,87.0,252.0,67.0
0,0,25,100,100,0,196118,0,0,-4,4,15.4,0,,4,-0.8,-0.9,0,Yoshinori,0.1,7,0,3.7,260,False,12.6,,,,,207,,51,0,0,0,196118.jpg,1.1,0,0,Muto,0.1,False,None,a,13,4,12.0,9,7340,0,14183,0,0.0,1.8,Muto,0,2019-20,3,2020-01-05T01:00:12.204380Z,413.0,61.0,460.0,66.0,464.0,62.0,413.0,69.0
0,0,0,0,0,0,61316,0,0,0,0,0.0,0,,4,0.0,0.0,0,Jose Luis,0.0,0,0,0.0,261,False,0.0,,,,,0,Joined Alaves on a permanent deal on 15/7,50,0,0,0,61316.jpg,0.0,0,0,Mato SanmartÃ­n,0.0,False,None,u,13,4,0.0,0,1481,0,4208,0,0.0,0.0,Joselu,0,2019-20,3,2019-07-16T00:30:14.636406Z,644.0,89.0,650.0,89.0,648.0,89.0,640.0,89.0
0,7,719,100,100,11,67089,0,0,1,-1,0.0,1,,1,1.5,1.4,2,Martin,2.4,58,0,102.0,262,False,1019.0,,,,,3420,,51,0,0,0,67089.jpg,3.8,0,139,Dubravka,2.0,False,None,a,13,4,0.0,143,268705,0,219478,0,0.5,28.0,Dubravka,0,2019-20,3,2020-03-11T10:30:15.441857Z,649.0,69.0,149.0,2.0,6.0,2.0,645.0,66.0
0,0,0,100,100,0,59735,0,0,-2,2,0.0,0,,1,-1.0,-1.0,0,Karl,0.0,0,0,0.0,263,False,0.0,,,,,0,,43,0,0,0,59735.jpg,0.0,0,0,Darlow,0.1,False,None,a,13,4,0.0,0,4234,0,8571,0,0.0,0.0,Darlow,0,2019-20,3,2019-12-21T00:30:21.220532Z,561.0,48.0,578.0,65.0,576.0,65.0,538.0,43.0
0,0,0,0,0,0,155503,0,0,-1,1,0.0,0,,1,0.0,0.0,0,Frederick,0.0,0,0,0.0,264,False,0.0,,,,,0,Joined Swansea City on loan until the end of the season on 1/8. - Expected back 01 Aug,39,0,0,0,155503.jpg,0.0,0,0,Woodman,0.8,False,None,n,13,4,0.0,0,42084,0,55488,0,0.0,0.0,Woodman,0,2019-20,3,2019-08-01T10:00:13.686109Z,492.0,17.0,514.0,39.0,512.0,39.0,460.0,9.0
2,5,356,100,100,12,179018,0,0,-2,2,450.2,1,,3,2.3,2.1,2,Miguel,3.1,48,4,168.0,266,False,481.6,,,,,3020,,58,0,0,0,179018.jpg,3.0,0,0,AlmirÃ³n,0.8,False,None,a,13,4,750.0,109,141225,0,146397,0,0.5,18.8,AlmirÃ³n,5,2019-20,3,2020-07-14T10:30:24.097273Z,71.0,52.0,55.0,31.0,142.0,55.0,44.0,21.0
3,0,104,100,100,3,104953,0,0,-2,2,186.7,0,,3,-0.8,-0.9,0,Christian,0.1,15,0,36.3,267,False,121.4,,,,,738,,53,0,0,0,104953.jpg,1.9,0,0,Atsu,0.1,False,None,a,13,4,55.0,37,24108,0,29290,0,0.0,7.0,Atsu,2,2019-20,3,2020-02-21T11:00:13.472456Z,209.0,129.0,342.0,148.0,361.0,149.0,343.0,165.0
0,0,18,0,0,0,76542,0,0,-3,3,39.8,0,,3,0.0,0.0,0,Sung-yueng,0.0,6,0,5.8,268,False,17.8,,,,,135,Contract terminated by mutual consent on 31/1,47,0,0,0,76542.jpg,1.3,0,0,Ki,0.0,False,None,u,13,4,0.0,4,1365,0,5192,0,0.0,0.9,Ki Sung-yueng,0,2019-20,3,2020-01-10T11:00:14.512940Z,362.0,181.0,447.0,189.0,454.0,189.0,623.0,259.0
2,15,437,100,100,8,50232,0,0,-1,1,597.4,0,,3,3.2,3.3,5,Jonjo,4.3,34,6,150.4,269,False,559.4,,,,,2118,,49,0,0,0,50232.jpg,4.0,0,0,Shelvey,1.0,False,None,a,13,4,344.0,105,291742,0,257640,0,0.9,21.4,Shelvey,3,2019-20,3,2020-01-31T01:00:23.633399Z,35.0,28.0,67.0,39.0,94.0,30.0,114.0,59.0
2,0,181,100,75,2,180135,0,0,0,0,217.1,0,,3,0.0,0.0,1,Sean,1.0,26,1,60.8,270,False,235.8,,,,,1370,,50,0,0,0,180135.jpg,1.9,1,0,Longstaff,0.2,False,None,a,13,4,155.0,44,22166,0,55549,0,0.2,8.8,Longstaff,2,2019-20,3,2020-07-01T19:00:23.330260Z,187.0,118.0,267.0,129.0,288.0,119.0,233.0,123.0
4,3,309,100,75,8,153127,0,0,-1,1,227.6,0,,3,-0.5,-0.4,1,Isaac,0.4,36,1,78.5,271,False,368.6,,,,,2220,,44,0,0,0,153127.jpg,2.5,1,0,Hayden,3.1,False,None,a,13,4,189.0,73,571584,0,812192,0,0.1,16.6,Hayden,4,2019-20,3,2020-07-05T15:00:20.293610Z,182.0,115.0,203.0,106.0,199.0,81.0,206.0,111.0
0,0,290,100,100,5,38290,0,0,-2,2,230.8,0,,2,0.2,0.1,1,Danny,1.1,28,0,56.5,332,False,288.4,,,,,1753,,53,0,0,0,38290.jpg,2.0,0,0,Rose,1.3,False,None,a,13,4,44.0,47,123385,0,230910,0,0.2,8.9,Rose,7,2019-20,3,2020-07-14T09:00:23.395455Z,181.0,41.0,280.0,89.0,249.0,96.0,357.0,128.0
2,3,236,100,100,9,180974,0,0,-5,5,433.4,0,,4,0.5,0.4,1,Joelinton CÃ¡ssio,1.4,46,2,140.5,466,False,330.8,,,,,2678,,55,0,0,0,180974.jpg,2.1,0,0,ApolinÃ¡rio de Lira,0.9,False,None,a,13,4,641.0,78,193086,0,292686,0,0.3,14.2,Joelinton,7,2019-20,3,2020-07-03T13:00:21.822079Z,82.0,10.0,80.0,23.0,225.0,26.0,52.0,24.0
0,0,0,0,0,0,58771,0,0,-2,2,0.0,0,,3,0.0,0.0,0,Jack,0.0,0,0,0.0,482,False,0.0,,,,,0,Contract ends on 30/6,43,0,0,0,58771.jpg,0.0,0,0,Colback,0.1,False,None,u,13,4,0.0,0,24862,0,25520,0,0.0,0.0,Colback,0,2019-20,3,2019-09-18T22:00:13.777925Z,560.0,222.0,577.0,224.0,575.0,221.0,537.0,213.0
0,0,0,0,0,0,114243,0,0,-3,3,0.0,0,,3,0.0,0.0,0,Jacob,0.0,0,0,0.0,483,False,0.0,,,,,0,Joined Sheffield Wednesday on loan until the end of the season on 8/8. - Expected back 01 Aug,47,0,0,0,114243.jpg,0.0,0,0,Murphy,0.0,False,None,n,13,4,0.0,0,310,0,1432,0,0.0,0.0,Murphy,0,2019-20,3,2019-08-08T16:30:11.441250Z,631.0,261.0,642.0,262.0,640.0,260.0,624.0,260.0
2,6,283,0,0,3,92159,0,0,-2,2,196.0,1,,2,0.0,0.0,0,Jetro,0.0,24,2,74.1,498,False,345.4,,,,,1492,Loan ended,43,0,0,0,92159.jpg,3.4,0,0,Willems,0.6,False,None,u,13,4,198.0,64,363920,0,355182,0,0.0,14.9,Willems,0,2019-20,3,2020-01-18T19:30:18.512868Z,200.0,47.0,218.0,61.0,217.0,82.0,200.0,42.0
0,0,0,0,0,0,155513,0,0,-2,2,0.0,0,,3,0.0,0.0,0,Rolando,0.0,0,0,0.0,499,False,0.0,,,,,0,Joined Motherwell on loan until the end of the season on 31/1. - Expected back 01 Aug,48,0,0,0,155513.jpg,0.0,0,0,Aarons,0.0,False,None,n,13,4,0.0,0,1631,0,4568,0,0.0,0.0,Aarons,0,2019-20,3,2020-01-31T23:00:20.689971Z,636.0,263.0,644.0,264.0,642.0,262.0,630.0,262.0
5,7,321,100,100,8,170137,0,0,-3,3,423.4,1,,3,3.0,2.6,1,Allan,3.6,22,3,139.8,500,False,434.0,,,,,1860,,52,0,0,0,170137.jpg,3.5,0,0,Saint-Maximin,1.8,False,None,a,13,4,542.0,92,413236,0,327148,0,0.7,17.7,Saint-Maximin,0,2019-20,3,2020-07-16T09:30:25.428563Z,91.0,64.0,81.0,47.0,169.0,63.0,66.0,34.0
1,2,187,75,50,3,111773,0,0,-2,2,28.8,0,,2,0.9,0.6,0,Emil,2.3,23,0,25.2,519,False,184.4,,,,,1015,Ankle injury - 75% chance of playing,43,0,0,0,111773.jpg,2.2,0,0,Krafth,0.1,False,None,d,13,4,39.0,37,6333,0,8244,0,0.5,8.6,Krafth,0,2019-20,3,2020-07-21T01:00:22.962753Z,382.0,138.0,376.0,135.0,323.0,125.0,362.0,132.0
4,0,87,100,100,2,40142,0,0,-1,1,162.0,0,,4,-0.5,-0.4,1,Andy,0.6,10,0,51.1,520,False,136.6,,,,,617,,54,0,0,0,40142.jpg,1.8,0,0,Carroll,0.1,False,None,a,13,4,211.0,34,16553,0,23825,0,0.1,6.3,Carroll,1,2019-20,3,2020-07-07T12:30:15.749501Z,230.0,35.0,300.0,46.0,353.0,45.0,189.0,51.0
0,2,104,100,100,1,223175,0,0,0,0,51.6,1,,3,-0.7,-0.7,0,Matthew,0.3,11,2,20.4,540,False,102.8,,,,,572,,45,0,0,0,223175.jpg,3.0,0,0,Longstaff,0.1,False,None,a,13,4,49.0,27,49480,0,42719,0,0.1,6.0,Matthew Longstaff,1,2019-20,3,2020-06-11T09:30:16.664145Z,345.0,176.0,393.0,171.0,382.0,161.0,349.0,168.0
2,10,190,100,100,4,104547,0,0,0,0,86.2,0,,4,3.2,3.9,9,Dwight,4.9,15,4,64.7,554,False,217.0,,,,,842,,50,0,0,0,104547.jpg,2.9,0,0,Gayle,0.5,False,None,a,13,4,348.0,58,69528,0,37964,0,1.0,11.6,Gayle,2,2019-20,3,2020-03-13T10:30:19.636981Z,290.0,46.0,252.0,40.0,305.0,36.0,112.0,40.0
0,0,0,0,0,0,19838,0,0,0,0,0.0,0,,1,0.0,0.0,0,Robert,0.0,0,0,0.0,573,False,0.0,,,,,0,Contract with club expired on 30/6,40,0,0,0,19838.jpg,0.0,0,0,Elliot,0.1,False,None,u,13,4,0.0,0,9783,0,6223,0,0.0,0.0,Elliot,0,2019-20,3,2020-06-25T15:00:20.908856Z,506.0,20.0,527.0,42.0,525.0,42.0,475.0,12.0
0,0,0,None,None,0,232957,0,0,0,0,0.0,0,,3,-1.0,-1.0,0,Thomas,0.0,0,0,0.0,598,False,0.0,,,,,0,,45,0,0,0,232957.jpg,0.0,0,0,Allan,0.0,False,None,a,13,4,0.0,0,2651,0,1727,0,0.0,0.0,Allan,0,2019-20,3,None,606.0,244.0,618.0,245.0,616.0,243.0,592.0,238.0
0,0,3,100,100,0,232977,0,0,-1,1,0.0,0,,2,-1.0,-0.9,1,Kelland,0.1,1,0,0.2,599,False,2.0,,,,,16,,39,0,0,0,232977.jpg,1.0,0,0,Watts,0.2,False,None,a,13,4,0.0,1,18193,0,7654,0,0.0,0.3,Watts,0,2019-20,3,2020-01-29T10:30:22.945557Z,503.0,193.0,503.0,179.0,495.0,178.0,472.0,184.0
0,0,0,0,0,0,156069,0,0,0,0,0.0,0,,2,0.0,0.0,0,Liam,0.0,0,0,0.0,610,False,0.0,,,,,0,Contract with club expired on 30/6,40,0,0,0,156069.jpg,0.0,0,0,Gibson,0.0,False,None,u,13,4,0.0,0,4677,0,3484,0,0.0,0.0,Gibson,0,2019-20,3,2020-06-29T23:30:25.942535Z,511.0,196.0,531.0,195.0,529.0,195.0,480.0,187.0
0,0,113,None,None,2,126407,0,0,-3,3,101.0,0,,3,0.8,0.7,1,Nabil,1.7,16,0,22.5,612,False,104.6,,,,,747,,47,0,0,0,126407.jpg,1.6,0,0,Bentaleb,0.0,False,None,a,13,4,20.0,19,4598,0,3550,0,0.4,4.0,Bentaleb,2,2019-20,3,None,277.0,153.0,384.0,168.0,381.0,160.0,394.0,184.0
0,0,81,100,100,0,116543,0,0,-2,2,88.1,0,,3,1.0,1.0,2,Valentino,2.0,13,1,21.0,614,False,84.2,,,,,472,,53,0,0,0,116543.jpg,1.5,1,0,Lazaro,0.0,False,None,a,13,4,38.0,19,2004,0,1648,0,0.4,3.6,Lazaro,0,2019-20,3,2020-02-22T18:00:19.527983Z,287.0,156.0,391.0,169.0,394.0,164.0,365.0,172.0
0,0,0,None,None,0,232979,0,0,0,0,0.0,0,,3,-1.0,-1.0,0,Jack,0.0,0,0,0.0,656,False,0.0,,,,,0,,45,0,0,0,232979.jpg,0.0,0,0,Young,0.0,False,None,a,13,4,0.0,0,145,0,51,0,0.0,0.0,Young,0,2019-20,3,None,607.0,245.0,619.0,246.0,617.0,244.0,593.0,239.0
0,0,77,0,0,0,84384,0,0,-2,2,2.6,0,,2,0.0,0.0,0,Timm,0.9,13,0,16.6,272,False,121.2,,,,,585,Hamstring injury - Unknown return date,43,0,0,0,84384.jpg,1.3,0,0,Klose,0.0,False,None,i,14,45,42.0,9,1903,0,6648,0,0.2,2.1,Klose,0,2019-20,3,2020-07-24T12:00:20.143505Z,450.0,169.0,404.0,149.0,362.0,141.0,360.0,130.0
